"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019058","BP","GO:0019058","viral life cycle","106/5224","298/18860",0.355704697986577,1.28418656279228,3.06067139959119,0.0016873267547711,0.0182519721439171,0.0146098359765335,"23633/9474/5586/8692/4734/26986/7037/5817/7155/83737/25978/2060/55054/57506/8812/6732/4627/128866/2332/3839/9683/6510/858/857/1655/1656/867/5818/200576/3694/51652/6504/4179/5629/8673/9525/3416/51193/11059/9972/7913/1948/440275/3609/3949/7153/85363/51763/55207/10542/1514/6733/5861/3685/950/6541/5045/4864/10410/185/1956/91782/90678/4684/3688/147339/23367/137492/3678/79677/80149/92421/1508/440026/146167/290/558/3921/10015/983/1605/201626/1488/55254/25945/9582/253832/3838/54039/10581/5071/51114/3146/5478/1604/6714/1803/7405/29883/23137/1378/4340/90861/1654/57132/3690",106
"GO:0030032","BP","GO:0030032","lamellipodium assembly","32/5224","72/18860",0.444444444444444,1.60456014973626,3.18114091404551,0.00169052818031069,0.0182553964590547,0.0146125769780044,"7414/10787/998/832/55604/3983/64083/10096/55704/5290/23647/10810/10451/5879/10097/1012/5295/3688/5756/2241/123720/4690/10163/10109/64805/1901/1072/22885/79647/221178/29780/2475",32
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","116/5224","330/18860",0.351515151515152,1.26906120933686,3.0520227619389,0.00170001652113512,0.0183066930645157,0.0146536374719625,"8837/952/5291/28996/10060/7049/7037/2023/2355/57103/1906/5351/5978/5243/23409/285/23411/9463/2033/3091/655/6839/5230/28984/29904/3163/857/6505/7019/1410/1374/329/867/4891/80315/22937/1386/2034/6513/1385/2309/3764/847/3709/64344/8678/468/3976/863/5468/5562/891/7428/9475/29979/4193/54583/55332/6326/4609/7057/7009/663/9520/4089/481/405/8751/8994/4841/210/10525/6868/5352/4929/65018/3099/875/102724560/824/4880/10370/5885/1536/2277/360/7184/4088/4824/2021/10449/51129/6774/5604/4204/5581/3777/79625/664/4524/25994/6657/6517/84890/3654/5465/3767/5770/100/1803/30001/6262/2475/4512/4538/158",116
"GO:0006898","BP","GO:0006898","receptor-mediated endocytosis","100/5224","279/18860",0.3584229390681,1.29400012075505,3.06219248873511,0.00170106439980014,0.0183066930645157,0.0146536374719625,"4074/5898/23166/10928/6642/9135/4481/23327/5291/10203/4734/7037/3161/8301/88455/83737/4983/1785/2017/2060/8898/7430/85377/9463/2332/54550/858/857/8976/7036/5054/1174/22943/867/8936/60682/868/200576/9367/1948/718/821/3092/4289/3949/51429/9026/10487/10267/10894/8650/1514/948/967/4193/55681/5879/10211/9873/6386/54874/84896/55589/950/1950/376267/1213/55061/5899/5868/2966/7436/133/3688/2209/115548/2207/201176/3689/10825/9214/133308/6850/55788/154/3684/2358/2885/143458/302/26985/55182/160/3482/1803/50618/6453/5534/11037/3690",100
"GO:0071763","BP","GO:0071763","nuclear membrane organization","24/5224","50/18860",0.48,1.73292496171516,3.21194082517942,0.00175592116114618,0.0188649730182224,0.015100514033483,"5048/6683/25978/128866/51652/9525/23175/27348/1861/26092/91782/1111/148362/92421/221035/5347/983/79188/165324/545/23141/1104/137886/57132",24
"GO:0034101","BP","GO:0034101","erythrocyte homeostasis","64/5224","167/18860",0.383233532934132,1.38357282372468,3.08165474281723,0.00179258683914782,0.019226253420555,0.0153897018197669,"55904/23376/5926/3784/28996/221395/7049/23210/55972/29843/79876/4779/23186/3091/6510/3216/4891/10019/1432/6005/60682/4090/604/2034/5052/2309/9991/3071/116151/5469/2113/91/23456/2752/5879/3658/6229/29766/5925/405/8444/54977/54892/9258/1054/55027/2539/29127/8314/10370/94081/558/6774/51621/669/6670/2624/3059/6917/23230/9935/92482/5591/4067",64
"GO:0051851","BP","GO:0051851","host-mediated perturbation of symbiont process","45/5224","110/18860",0.409090909090909,1.47692468327997,3.10500943818478,0.00186255724005377,0.0199429140694759,0.0159633545981632,"64848/6882/64710/55808/998/5289/11043/905/5978/8812/2033/2332/858/8724/8934/51193/440275/904/85363/51763/9475/23476/10410/8547/5868/2040/1105/23076/79677/5806/80149/440026/64127/2194/81603/10605/1072/253832/10581/5071/6667/51114/3482/23137/5297",45
"GO:0032486","BP","GO:0032486","Rap protein signal transduction","10/5224","15/18860",0.666666666666667,2.40684022460439,3.37372557968765,0.00188251735255547,0.020054831324867,0.0160529390403986,"10411/2889/9693/867/5906/9928/57826/5911/5908/5962",10
"GO:0090235","BP","GO:0090235","regulation of metaphase plate congression","10/5224","15/18860",0.666666666666667,2.40684022460439,3.37372557968765,0.00188251735255547,0.020054831324867,0.0160529390403986,"10615/332/23411/8850/150465/8678/55143/3619/983/9212",10
"GO:1904380","BP","GO:1904380","endoplasmic reticulum mannose trimming","10/5224","15/18860",0.666666666666667,2.40684022460439,3.37372557968765,0.00188251735255547,0.020054831324867,0.0160529390403986,"55741/111089941/55757/80267/9695/56886/10299/11236/6048/10206",10
"GO:0097120","BP","GO:0097120","receptor localization to synapse","35/5224","81/18860",0.432098765432099,1.55998903446581,3.12610254099178,0.00191558622517118,0.0203728229124088,0.0163074761884542,"9912/57554/55737/1739/8417/1741/9371/8766/51201/5906/8674/29899/23096/4289/10439/5962/102/2064/201134/23426/27020/51304/6809/90990/5867/3800/27065/5604/22871/81831/10243/1605/388336/22908/3690",35
"GO:0010332","BP","GO:0010332","response to gamma radiation","25/5224","53/18860",0.471698113207547,1.70295298910688,3.17191742409796,0.00193216226506768,0.0205146355928663,0.0164209904971842,"23028/578/5888/5423/57103/7520/10269/51776/1410/867/1026/2002/5562/4193/675/2177/11011/7486/598/3981/545/123879/7516/7150/5591",25
"GO:0006301","BP","GO:0006301","postreplication repair","19/5224","37/18860",0.513513513513513,1.85391747030338,3.21802755051913,0.00194047486635037,0.0205339882178347,0.0164364813534202,"5980/83932/10721/5424/56852/10714/7319/5427/9100/51426/5111/51455/55339/7398/9768/64400/7336/7334/7335",19
"GO:0022616","BP","GO:0022616","DNA strand elongation","19/5224","37/18860",0.513513513513513,1.85391747030338,3.21802755051913,0.00194047486635037,0.0205339882178347,0.0164364813534202,"4361/64710/10714/7528/4683/10111/54891/51377/64858/25913/54617/5111/5983/86/1763/54107/5984/5426/10445",19
"GO:0006670","BP","GO:0006670","sphingosine metabolic process","13/5224","22/18860",0.590909090909091,2.13333565362662,3.29207646268362,0.00197021864098916,0.0208139291488805,0.0166605607599329,"55750/8611/55331/10558/9517/427/81537/8613/130367/171546/340485/2629/56624",13
"GO:0035337","BP","GO:0035337","fatty-acyl-CoA metabolic process","22/5224","45/18860",0.488888888888889,1.76501616470989,3.18011024184386,0.00200490178415496,0.0210747815450707,0.0168693607017899,"60481/55711/64834/2182/594/11332/23205/2181/3295/1629/84869/51144/2180/79993/9200/2194/79071/51703/128486/84188/54898/390916",22
"GO:0090148","BP","GO:0090148","membrane fission","22/5224","45/18860",0.488888888888889,1.76501616470989,3.18011024184386,0.00200490178415496,0.0210747815450707,0.0168693607017899,"6683/10640/1785/25978/10059/55763/51100/128866/23603/10254/51652/149371/9525/51028/54536/91782/137492/11267/91137/92421/51271/57132",22
"GO:2000573","BP","GO:2000573","positive regulation of DNA biosynthetic process","22/5224","45/18860",0.488888888888889,1.76501616470989,3.18011024184386,0.00200490178415496,0.0210747815450707,0.0168693607017899,"5982/80351/5985/5159/6950/25913/5111/5983/3178/10574/2247/92345/908/22948/10694/2264/7398/7203/5984/10576/8658/545",22
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","127/5224","367/18860",0.346049046321526,1.24932714655895,2.98549488983003,0.00204475810804532,0.0214580917209134,0.0171761822744419,"8837/23028/3675/5898/5048/6792/22902/57554/27067/23369/10787/9423/998/2011/9175/4898/55604/2932/3655/25/2033/23613/23394/655/2332/65009/29904/9738/8766/84079/23242/8976/54664/2146/2889/23064/8036/5216/9693/23603/65981/4739/8724/55754/8850/7474/10096/55704/2335/5906/23433/25940/53335/2185/5290/29993/6239/5911/146057/4131/54521/4803/51765/324/4076/5879/56965/3706/54874/10097/950/84299/27/2803/5295/81545/57451/7436/5756/2059/55835/23426/27020/7804/4690/10163/2909/27185/6280/10109/5584/5364/9897/10807/51762/322/23300/81565/153241/5604/11141/64805/22871/202018/23566/257194/1072/79625/79647/9662/170506/10458/23580/9798/56963/2242/26039/10801/57698/643338/160/6714/79574/2475/1756/659/4067",127
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","66/5224","174/18860",0.379310344827586,1.36940909330939,3.02999179000006,0.00207326255734444,0.0216852982857449,0.0173580503278668,"25998/9052/9759/57103/2646/51637/23409/23411/51527/9770/51654/5230/5611/8725/199731/23788/10114/23603/7957/54206/401265/1026/58533/863/9113/51763/23175/324/5925/7453/8826/9611/203228/56288/5795/26524/55022/64092/64798/84676/84919/57732/152559/80149/1849/10935/90007/64943/6774/7532/9655/5728/23141/122809/5062/4869/5071/5592/64853/5465/11261/5478/5770/55861/5591/4067",66
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","66/5224","174/18860",0.379310344827586,1.36940909330939,3.02999179000006,0.00207326255734444,0.0216852982857449,0.0173580503278668,"25998/9052/9759/57103/2646/51637/23409/23411/51527/9770/51654/5230/5611/8725/199731/23788/10114/23603/7957/54206/401265/1026/58533/863/9113/51763/23175/324/5925/7453/8826/9611/203228/56288/5795/26524/55022/64092/64798/84676/84919/57732/152559/80149/1849/10935/90007/64943/6774/7532/9655/5728/23141/122809/5062/4869/5071/5592/64853/5465/11261/5478/5770/55861/5591/4067",66
"GO:0007528","BP","GO:0007528","neuromuscular junction development","26/5224","56/18860",0.464285714285714,1.67619229927806,3.13658117003796,0.00209961141977827,0.0219140720703837,0.0175411728662397,"57679/23077/4593/3371/23327/4734/1399/8496/8825/23184/3764/23024/55906/9215/4038/5879/2064/55327/288/11079/783/1398/2339/10243/339855/1282",26
"GO:0006607","BP","GO:0006607","NLS-bearing protein import into nucleus","15/5224","27/18860",0.555555555555556,2.00570018717033,3.2367419603482,0.00210206095871095,0.0219140720703837,0.0175411728662397,"51360/23633/3843/3839/3837/3836/868/51141/53371/8720/5903/129401/152559/727851/3838",15
"GO:1902808","BP","GO:1902808","positive regulation of cell cycle G1/S phase transition","31/5224","70/18860",0.442857142857143,1.59882957777292,3.10674988705152,0.00212372382063897,0.0221034939753345,0.0176927960957665,"55904/2255/81610/28984/898/2146/896/1981/51692/6491/26057/79577/4193/5962/8451/1956/6868/55835/9510/163786/8450/219736/252983/6240/5356/6241/27085/9134/84967/7027/1654",31
"GO:0043489","BP","GO:0043489","RNA stabilization","39/5224","93/18860",0.419354838709677,1.51398014128341,3.07544386790523,0.00213253251418579,0.0221587286531489,0.0177370088294219,"7812/6556/9967/10758/8531/4904/26986/10644/143684/79882/1787/1432/9444/55603/55051/27161/10492/1660/10643/3658/6426/55132/57721/92345/114609/25819/23367/115572/10785/9261/54502/51808/6774/8313/10605/4615/170506/54855/79048",39
"GO:0000054","BP","GO:0000054","ribosomal subunit export from nucleus","9/5224","13/18860",0.692307692307692,2.49941100247379,3.34725402376551,0.00218697371950726,0.0226130223807875,0.0181006493606277,"55341/55781/4927/5901/84946/51068/4869/161424/55153",9
"GO:0006167","BP","GO:0006167","AMP biosynthetic process","9/5224","13/18860",0.692307692307692,2.49941100247379,3.34725402376551,0.00218697371950726,0.0226130223807875,0.0181006493606277,"159/10606/5471/471/132/2618/5198/100/158",9
"GO:0033750","BP","GO:0033750","ribosome localization","9/5224","13/18860",0.692307692307692,2.49941100247379,3.34725402376551,0.00218697371950726,0.0226130223807875,0.0181006493606277,"55341/55781/4927/5901/84946/51068/4869/161424/55153",9
"GO:0006893","BP","GO:0006893","Golgi to plasma membrane transport","32/5224","73/18860",0.438356164383562,1.58257987371248,3.08677950141687,0.00222068383831168,0.0229241228855404,0.0183496705245227,"9135/9341/10640/4905/10890/55763/23062/8766/7531/3875/64083/149371/8548/8674/10434/10133/2181/10564/80262/23163/117177/54521/403/54536/55204/5872/2803/51125/288/163882/134957/90196",32
"GO:0046330","BP","GO:0046330","positive regulation of JNK cascade","42/5224","102/18860",0.411764705882353,1.48657778578506,3.04983620725367,0.00223889656715508,0.0230744910048165,0.0184700330552893,"9821/28996/1906/11342/4616/9770/331/8767/6788/22943/4055/56940/7474/6504/2185/55504/84766/4294/51347/7099/8737/6386/23005/50488/8792/9258/114609/57630/153769/57551/1398/64127/5345/4615/344558/90441/7182/3146/5770/4217/9867/4671",42
"GO:0016242","BP","GO:0016242","negative regulation of macroautophagy","20/5224","40/18860",0.5,1.80513016845329,3.15503153408572,0.00225472425839897,0.0231139753661762,0.0185016384094151,"23274/79142/11178/57103/23256/26235/5768/10434/5290/8678/54832/4864/65018/9637/4534/55254/140775/10193/160760/2475",20
"GO:0042307","BP","GO:0042307","positive regulation of protein import into nucleus","20/5224","40/18860",0.5,1.80513016845329,3.15503153408572,0.00225472425839897,0.0231139753661762,0.0185016384094151,"3843/8692/5663/57506/7494/2033/51366/8882/1432/1894/5901/5295/9531/80149/5580/4088/983/3728/3059/84455",20
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","20/5224","40/18860",0.5,1.80513016845329,3.15503153408572,0.00225472425839897,0.0231139753661762,0.0185016384094151,"10269/51776/5594/8767/2305/11235/5052/23008/51347/7099/4609/10550/2308/57551/388325/64127/5604/5859/4077/5478",20
"GO:0016073","BP","GO:0016073","snRNA metabolic process","27/5224","59/18860",0.457627118644068,1.65215303553352,3.10529217780553,0.0022573383021961,0.0231139753661762,0.0185016384094151,"55703/55596/23517/55726/23016/10179/64863/26512/79650/55174/8178/22936/11340/79871/5393/79664/23404/10208/57117/79068/25896/23379/55656/7702/5394/51574/55505",27
"GO:0006367","BP","GO:0006367","transcription initiation at RNA polymerase II promoter","71/5224","190/18860",0.373684210526316,1.34909728379141,2.99342601964453,0.00226656875102435,0.0231709968602295,0.018547281404522,"23028/1870/6924/8452/57492/55726/6873/6882/10269/2033/5706/328/26512/55174/81857/9969/51003/2965/55832/26036/1871/9439/9555/8850/1386/5929/1810/8289/1385/80306/54454/6883/9477/10930/5469/6874/902/23493/29079/4609/129685/57117/2958/84656/6875/25896/5433/2966/6877/2308/9412/6921/29028/112950/10629/84661/55656/2957/83860/114825/8493/170506/56998/10196/51547/200424/3146/11091/2961/5253/6884",71
"GO:0006406","BP","GO:0006406","mRNA export from nucleus","33/5224","76/18860",0.434210526315789,1.56761304102523,3.06889860212513,0.00230958063258078,0.0235346638373127,0.0188383795304326,"23279/9877/65125/55746/8563/55916/2332/4927/57122/6428/9631/22916/9887/56943/84248/3181/10212/57187/55795/8021/4686/57721/1977/26019/3087/23049/8888/55677/80145/3267/29072/643136/283131",33
"GO:0150116","BP","GO:0150116","regulation of cell-substrate junction organization","33/5224","76/18860",0.434210526315789,1.56761304102523,3.06889860212513,0.00230958063258078,0.0235346638373127,0.0188383795304326,"7414/395/9748/387/6093/10979/57662/25/1845/23603/56940/9616/57669/7010/3791/9475/5879/7094/7057/94/5295/5795/10395/8065/4088/11170/3987/5728/1072/347/6714/6281/23243",33
"GO:0120034","BP","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","48/5224","120/18860",0.4,1.44410413476263,3.02070326144183,0.00233371553479989,0.0237423664054882,0.0190046355617821,"5898/10787/998/2932/23613/2332/9738/8766/23242/8976/5216/9693/10096/55704/23433/25940/5290/5911/146057/54521/51765/324/5879/54874/10097/84299/5295/57451/2059/55835/10163/2909/10109/10807/23300/81565/153241/64805/22871/202018/1072/79647/9662/23580/10801/643338/79574/2475",48
"GO:1903533","BP","GO:1903533","regulation of protein targeting","34/5224","79/18860",0.430379746835443,1.5537829298079,3.05289011039234,0.00239053691322565,0.0242814086466965,0.0194361132490358,"1459/6720/3998/10075/55072/51100/54471/6505/7323/55294/9847/5562/51763/9520/2064/10456/2040/288/9531/9868/9530/3745/65018/3689/7855/8314/3684/285966/22885/5071/7332/11261/4641/54741",34
"GO:1901570","BP","GO:1901570","fatty acid derivative biosynthetic process","28/5224","62/18860",0.451612903225806,1.63044015215136,3.07752298632753,0.00240474585898313,0.0243865894160981,0.0195203054544987,"60481/240/55711/64834/2182/65985/2687/23205/79611/6342/2181/2686/3295/3158/84869/5066/51144/2180/51/79993/9200/2194/79071/225/247/51703/84188/54898",28
"GO:0030953","BP","GO:0030953","astral microtubule organization","8/5224","11/18860",0.727272727272727,2.62564388138661,3.33806675309135,0.00245160539309329,0.0245520545285839,0.0196527524105971,"1739/7430/8766/3837/55835/153241/11076/9659",8
"GO:0043312","BP","GO:0043312","neutrophil degranulation","8/5224","11/18860",0.727272727272727,2.62564388138661,3.33806675309135,0.00245160539309329,0.0245520545285839,0.0196527524105971,"6813/6814/306/3689/6850/3684/613/57126",8
"GO:0045050","BP","GO:0045050","protein insertion into ER membrane by stop-transfer membrane-anchor sequence","8/5224","11/18860",0.727272727272727,2.62564388138661,3.33806675309135,0.00245160539309329,0.0245520545285839,0.0196527524105971,"65125/55831/23065/83460/51234/10328/56851/93380",8
"GO:0062028","BP","GO:0062028","regulation of stress granule assembly","8/5224","11/18860",0.727272727272727,2.62564388138661,3.33806675309135,0.00245160539309329,0.0245520545285839,0.0196527524105971,"9474/9100/8678/5562/4076/9908/9898/10146",8
"GO:0070934","BP","GO:0070934","CRD-mediated mRNA stabilization","8/5224","11/18860",0.727272727272727,2.62564388138661,3.33806675309135,0.00245160539309329,0.0245520545285839,0.0196527524105971,"7812/4904/26986/10644/10492/1660/10643/10605",8
