"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005901","CC","GO:0005901","caveola","35/5434","81/19944",0.432098765432099,1.58589948063632,3.2334381391991,0.00140738502347206,0.00853366792010043,0.00579649804988911,"7035/477/1495/8611/117/10580/5594/11252/858/857/867/23603/11149/6513/148/81930/2319/7223/948/6610/10211/1012/481/7804/10825/7048/10395/3667/147/6331/5727/56624/6714/9722/659",35
"GO:0005838","CC","GO:0005838","proteasome regulatory particle","13/5434","22/19944",0.590909090909091,2.16876903001305,3.35656392888669,0.00167159655740362,0.00997734195200285,0.00677711433223671,"5705/5711/5714/5706/5700/5713/5717/10213/5701/9861/5707/5708/5718",13
"GO:0070822","CC","GO:0070822","Sin3-type complex","13/5434","22/19944",0.590909090909091,2.16876903001305,3.35656392888669,0.00167159655740362,0.00997734195200285,0.00677711433223671,"5926/51742/84312/1457/58516/3621/5928/8819/79685/3622/25942/25855/10933",13
"GO:0019908","CC","GO:0019908","nuclear cyclin-dependent protein kinase holoenzyme complex","15/5434","27/19944",0.555555555555556,2.03901361796099,3.30607358433699,0.0017556675905419,0.0103179233782616,0.00700845443026038,"8621/905/8812/56647/9969/2965/892/904/902/5925/2966/728340/23097/64210/51755",15
"GO:0032045","CC","GO:0032045","guanyl-nucleotide exchange factor complex","15/5434","27/19944",0.555555555555556,2.03901361796099,3.30607358433699,0.0017556675905419,0.0103179233782616,0.00700845443026038,"22879/57589/9827/8649/8890/5906/8892/10542/29919/8893/221960/203228/9844/140775/153129",15
"GO:0030670","CC","GO:0030670","phagocytic vesicle membrane","35/5434","82/19944",0.426829268292683,1.56655924306759,3.14602465674901,0.00182014931189316,0.0106152219411174,0.0072103946224454,"3920/9066/6556/535/9341/9474/5289/1785/10890/57192/9110/8992/200576/8673/4952/84329/9367/57403/55198/7097/306/5868/9140/55529/6565/1536/538/51762/26253/7096/10333/54734/23545/30849/219972",35
"GO:0035579","CC","GO:0035579","specific granule membrane","38/5434","91/19944",0.417582417582418,1.53262122492892,3.11635876611605,0.00192349439368402,0.0111329523998075,0.00756206328617401,"23250/5337/966/9522/54918/80331/3163/945/81619/8649/9761/55754/5906/8673/84329/22918/5787/23352/158747/948/64114/102/3685/53831/963/8560/2040/5795/3689/138050/1536/338339/3684/2358/719/196527/199675/57126",38
"GO:0000123","CC","GO:0000123","histone acetyltransferase complex","39/5434","94/19944",0.414893617021277,1.52275272320065,3.10886118475413,0.00194737797883285,0.0111864419235211,0.00759839607095051,"10943/51230/23338/6873/54556/60/79960/7994/56970/27154/2033/9767/55578/8850/1386/1810/56943/6883/9643/8089/51105/6874/27097/86/54934/151050/54107/6877/117143/23522/7862/10629/6314/93624/55167/10933/10445/339287/11091",39
"GO:0005798","CC","GO:0005798","Golgi-associated vesicle","40/5434","97/19944",0.412371134020619,1.5134946442597,3.10238510056754,0.00196648166730537,0.0112118805509052,0.00761567527086839,"1080/10959/51324/23256/372/162/49/83988/1174/26511/653519/51552/23433/54812/4952/29993/1315/6272/51765/51014/102/84888/5045/1213/5872/130340/10618/538/51762/164/10972/54503/6517/8905/9276/23390/160/3482/201475/5297",40
"GO:0044853","CC","GO:0044853","plasma membrane raft","46/5434","115/19944",0.4,1.46808980493191,3.08069746683262,0.00199710494344542,0.0113021346429059,0.00767698040638278,"7035/477/1495/8611/117/7430/10580/5594/11252/8797/858/857/51338/867/23603/11149/5576/6513/148/81930/2319/7223/4038/948/6610/10211/1012/481/7804/3689/10825/7048/10395/3667/3684/147/3037/1605/6331/5727/56624/6714/9722/1378/659/57126",46
"GO:0016235","CC","GO:0016235","aggresome","18/5434","35/19944",0.514285714285714,1.88754403491246,3.21603349902118,0.00203016306871722,0.0114047395919115,0.00774667486747361,"2268/5424/5663/55437/2060/22803/5905/140545/4591/51567/9695/29979/9816/63976/9531/27129/5071/57713",18
"GO:0000164","CC","GO:0000164","protein phosphatase type 1 complex","12/5434","20/19944",0.6,2.20213470739787,3.2915558072024,0.00210926909175695,0.0116774027978428,0.0079318814815879,"89801/9878/8036/5509/5506/4690/22808/84919/80335/79660/5501/5500",12
"GO:0000940","CC","GO:0000940","outer kinetochore","12/5434","20/19944",0.6,2.20213470739787,3.2915558072024,0.00210926909175695,0.0116774027978428,0.0079318814815879,"54908/11130/891/57082/83540/79980/220134/701/147841/221150/5347/79003",12
"GO:0005832","CC","GO:0005832","chaperonin-containing T-complex","8/5434","11/19944",0.727272727272727,2.66925419078529,3.38886165562884,0.00218327254451901,0.012000145496493,0.00815110461528111,"6950/10693/10574/908/22948/10694/7203/10576",8
"GO:0044233","CC","GO:0044233","mitochondria-associated endoplasmic reticulum membrane contact site","14/5434","25/19944",0.56,2.05532572690467,3.23105327976428,0.00225305652996428,0.0122952513492337,0.0083515554080631,"9474/2182/23155/84947/821/55014/81542/57190/118987/440026/10768/9804/23230/51075",14
"GO:0000794","CC","GO:0000794","condensed nuclear chromosome","35/5434","83/19944",0.421686746987952,1.54768503531979,3.05978365656359,0.00233361347721898,0.0126445439474844,0.00858881257386305,"5888/8243/4292/25777/57820/6839/9126/64151/5810/10111/10051/27030/23397/192669/7283/3364/10592/10128/675/23476/54892/3619/1111/144715/84365/7273/11073/5885/65083/5347/23212/1104/10388/641/101928601",35
"GO:0030134","CC","GO:0030134","COPII-coated ER to Golgi transport vesicle","39/5434","95/19944",0.410526315789474,1.50672374716696,3.02959865863239,0.00244710188189427,0.0131466625615893,0.00892987688462871,"6720/3998/56681/966/23259/10959/51290/10175/10490/10484/10483/11196/9570/1075/10802/57222/22937/50999/51124/51014/23392/55014/8615/10427/79748/29097/113419/64924/81555/6836/143187/51128/203547/10972/9632/90411/286451/2157/2153",39
"GO:0045171","CC","GO:0045171","intercellular bridge","40/5434","98/19944",0.408163265306122,1.49805082135909,3.02462515979173,0.00246069731192051,0.0131466625615893,0.00892987688462871,"23063/8317/81610/10562/79650/10382/23064/11103/11021/92400/22826/2318/23281/55143/7280/55165/9585/316/1062/8446/85403/220134/79622/5584/154/200894/2101/144577/84617/375316/51335/10801/10383/51155/203068/30849/51434/9055/79441/57553",40
"GO:0030136","CC","GO:0030136","clathrin-coated vesicle","80/5434","223/19944",0.358744394618834,1.31667247079095,2.91017852106157,0.00281998359607557,0.0149615796347343,0.0101626601817636,"1080/4074/54497/5286/535/9341/55040/29924/5873/22905/7037/8301/1906/1785/338/9522/2060/25977/51324/162/80331/23062/83988/1174/7450/11021/8724/9685/7474/523/1889/8674/8673/51552/54812/4952/2069/3092/84766/23677/3949/51429/9026/529/8546/8650/6272/55681/28988/102/950/1950/5045/1213/5872/10456/5868/1956/526/2209/143187/130340/10618/53354/528/115548/7855/538/51762/164/55788/154/10972/1129/6517/8905/160/3482/201475/11037",80
"GO:0071013","CC","GO:0071013","catalytic step 2 spliceosome","37/5434","90/19944",0.411111111111111,1.50887007729113,2.96091210516341,0.00302478234900703,0.0158345834041642,0.0107556484131344,"9716/55596/23517/1659/26986/988/24144/60625/1655/9343/2483/8899/23451/3181/6628/10236/6627/10492/3178/6426/51645/9785/6637/51503/10283/7307/10569/3190/6632/23524/51362/3187/3185/5356/10594/375316/6635",37
"GO:0030863","CC","GO:0030863","cortical cytoskeleton","44/5434","111/19944",0.396396396396396,1.45486377065324,2.94083044710452,0.00302598059817797,0.0158345834041642,0.0107556484131344,"7414/6710/9948/60/832/10411/2017/7430/4627/22919/23406/23242/8976/829/6513/80306/5357/11034/3092/51429/9026/10487/2319/92154/7223/7111/81873/10211/5962/10097/8826/57477/10092/824/10395/26012/7171/1072/9659/91663/4771/2764/830/100820829",44
"GO:0031463","CC","GO:0031463","Cul3-RING ubiquitin ligase complex","27/5434","61/19944",0.442622950819672,1.6245256038181,2.98947939673768,0.00313892657306039,0.0163138768831166,0.0110812087398408,"8452/27252/57542/9681/11275/83892/54800/8405/55975/339745/57563/26249/9903/84541/89890/25820/25948/80311/11146/55175/54813/143879/64410/339451/55958/151230/10324",27
"GO:0030014","CC","GO:0030014","CCR4-NOT complex","10/5434","16/19944",0.625,2.29389032020611,3.16845069507299,0.00330835034852092,0.0168505311084666,0.0114457313811987,"4850/4848/57472/23019/246175/10140/9337/219988/25904/29883",10
"GO:0030687","CC","GO:0030687","preribosome, large subunit precursor","10/5434","16/19944",0.625,2.29389032020611,3.16845069507299,0.00330835034852092,0.0168505311084666,0.0114457313811987,"51154/51018/117246/80135/10969/51388/55759/90441/23212/84549",10
"GO:1990498","CC","GO:1990498","mitotic spindle microtubule","10/5434","16/19944",0.625,2.29389032020611,3.16845069507299,0.00330835034852092,0.0168505311084666,0.0114457313811987,"54930/22919/7283/55142/1213/54801/115106/220134/85459/79441",10
"GO:0034399","CC","GO:0034399","nuclear periphery","16/5434","31/19944",0.516129032258065,1.89430942571859,3.04945103007828,0.00339990175831504,0.017093431395556,0.0116107215183372,"8554/6839/4928/57122/4001/10969/9972/468/5111/3930/23165/3141/1605/84823/55182/374393",16
"GO:0031461","CC","GO:0031461","cullin-RING ubiquitin ligase complex","83/5434","234/19944",0.354700854700855,1.3018317714674,2.84217571726518,0.00340078739806874,0.017093431395556,0.0116107215183372,"996/26224/51666/8452/54455/8454/10513/27252/57542/51433/9681/80344/8453/11275/55294/26273/83892/55832/26235/9616/54800/80067/27101/991/26234/8405/55975/79269/116138/23008/57688/84893/10238/8451/8816/55527/55827/64326/339745/9730/57563/64839/56929/81545/26249/196394/64682/6921/122416/701/8450/79699/9903/84541/92703/25879/140456/23588/89890/8945/25820/8065/119504/115294/10116/55031/25948/80311/200933/11146/11065/246184/55175/54813/143879/64410/339451/51434/55958/25853/151230/653659/10324",83
"GO:0005828","CC","GO:0005828","kinetochore microtubule","12/5434","21/19944",0.571428571428571,2.09727114990273,3.0787015898339,0.00370812307331483,0.0183992362836049,0.0124976901182381,"25978/9183/128866/8766/51652/81930/1062/91782/92421/55055/9735/57132",12
"GO:0033116","CC","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","34/5434","82/19944",0.414634146341463,1.52180040755137,2.89748506999905,0.00370874658072665,0.0183992362836049,0.0124976901182381,"81671/64398/3998/966/10959/51290/10175/9321/5862/10652/9570/1075/57222/64689/50999/157680/51014/79056/55014/79748/2589/6836/123720/203547/8613/10972/90411/253832/2055/2157/51114/1604/7405/2153",34
"GO:0031970","CC","GO:0031970","organelle envelope lumen","40/5434","100/19944",0.4,1.46808980493191,2.87167923945216,0.00377673404391128,0.018509215160459,0.012572393323376,"2268/204/57019/55750/240/55749/25996/26520/51012/23568/26235/64083/27101/80025/2647/87178/10063/10456/65018/117145/131076/81570/65260/249/131474/30968/221154/388753/79145/51499/54205/51287/56616/153768/4077/203068/57001/3482/23607/647087",40
"GO:0035578","CC","GO:0035578","azurophil granule lumen","37/5434","91/19944",0.406593406593407,1.49228908743079,2.8803760369913,0.00377936854061729,0.018509215160459,0.012572393323376,"2519/2665/5594/2717/5611/55313/4125/3614/1075/2444/23197/25801/9588/718/10487/47/55860/2799/8836/6386/10097/79980/10694/5580/2171/10576/6036/5036/5707/9798/302/387263/10383/12/203068/1991/81567",37
"GO:0005791","CC","GO:0005791","rough endoplasmic reticulum","26/5434","59/19944",0.440677966101695,1.61738707323007,2.90631106689664,0.00399121000371981,0.0194221939034518,0.0131925345748164,"7095/11231/29927/5315/1906/5663/5351/6128/51430/81502/57003/27346/7957/51552/29880/6155/6726/58477/5352/80149/6184/23204/6124/161176/6734/55219",26
"GO:0001931","CC","GO:0001931","uropod","9/5434","14/19944",0.642857142857143,2.35943004364057,3.11378475210148,0.0040913035623786,0.0195359745103578,0.0132698201069253,"1785/7430/4627/8395/2319/10211/9051/4478/388325",9
"GO:0005677","CC","GO:0005677","chromatin silencing complex","9/5434","14/19944",0.642857142857143,2.35943004364057,3.11378475210148,0.0040913035623786,0.0195359745103578,0.0132698201069253,"11176/23411/7528/6839/2146/11335/5925/22893/23512",9
"GO:1990023","CC","GO:1990023","mitotic spindle midzone","9/5434","14/19944",0.642857142857143,2.35943004364057,3.11378475210148,0.0040913035623786,0.0195359745103578,0.0132698201069253,"2009/2017/81930/9585/1062/79884/9212/146909/9055",9
"GO:0030662","CC","GO:0030662","coated vesicle membrane","74/5434","207/19944",0.357487922705314,1.3120609367749,2.7618835635275,0.00436623008272391,0.0207192533118079,0.0140735628034187,"1080/4074/535/9341/55040/29924/22905/7037/6720/3998/56681/338/966/2060/10959/25977/372/162/10175/10490/10484/80331/10483/83988/1174/11196/9570/11021/9685/10802/7474/523/22937/8674/8673/54812/2069/3092/1315/3949/9026/529/8546/51014/28988/55014/950/8615/1950/10427/1213/5868/64924/1956/526/2209/143187/130340/10618/51128/528/203547/7855/164/154/10972/9632/90411/1129/8905/9276/160/3482/11037",74
"GO:0030118","CC","GO:0030118","clathrin coat","23/5434","51/19944",0.450980392156863,1.65519928987421,2.86701338318337,0.00464839571091934,0.0219220637231011,0.0148905723553166,"55040/29924/22905/8301/2060/25977/162/83988/1174/9685/54812/58513/8546/1213/130340/8867/164/8905/26985/6336/160/3482/11037",23
"GO:0070993","CC","GO:0070993","cytosolic translation preinitiation complex","11/5434","19/19944",0.578947368421053,2.12486682292776,3.0019268043349,0.00475264084684669,0.0222761816379808,0.0151311071197638,"54505/8668/8669/3646/8662/8661/10289/1965/8667/10480/1964",11
"GO:0005875","CC","GO:0005875","microtubule associated complex","58/5434","157/19944",0.369426751592357,1.35587911920463,2.73957826377044,0.00490139705893096,0.0228333375184345,0.0155095555202373,"5048/10048/23386/23095/10513/2009/3796/1781/6790/55614/332/54930/9371/84056/4210/8701/8723/9928/81930/27019/55112/10749/4131/55860/51164/79768/55143/55142/10121/3832/9585/55605/51143/54801/3619/115106/7804/92749/55567/1780/8682/27185/55582/6990/81565/84516/90990/3800/2339/64837/10540/9212/144132/127602/146909/57698/79441/3833",58
"GO:0030666","CC","GO:0030666","endocytic vesicle membrane","74/5434","208/19944",0.355769230769231,1.30575295150194,2.71265218790594,0.00499968240388606,0.0231500445852664,0.0157246789481074,"1080/4074/3920/23166/9066/6556/535/4481/9341/9474/7037/5289/1785/338/10890/2060/57192/9463/8766/857/8976/9110/81029/11021/8992/7474/200576/7475/8674/8673/4952/84329/9367/57403/2069/3949/948/4193/55198/7097/950/306/1950/1213/5868/51143/817/9140/1956/2209/10618/55529/115677/7855/6565/1536/538/51762/26253/154/7096/10333/9332/54734/1129/23545/5727/30849/160/3482/219972/57089/11037/4067",74
"GO:0000421","CC","GO:0000421","autophagosome membrane","25/5434","57/19944",0.43859649122807,1.60974759312709,2.82113741727072,0.00507426807190396,0.0233538602827387,0.0158631208589008,"3920/9821/81671/25978/55054/51100/9342/10548/128866/5862/51652/10241/55014/27314/23710/81631/9140/91782/133746/23001/92421/284417/9583/7405/57132",25
"GO:0016528","CC","GO:0016528","sarcoplasm","39/5434","99/19944",0.393939393939394,1.4458460200087,2.72143706388089,0.00570050187859078,0.0260789427260081,0.0177141344225985,"23224/6717/4986/84502/55151/3710/56704/1760/2281/3709/6253/2318/813/7905/7057/844/10456/817/57158/54545/288/6328/3099/124093/178/9529/7184/6444/488/6517/201140/6345/10345/123722/444/5350/6262/9722/10324",39
"GO:0044291","CC","GO:0044291","cell-cell contact zone","31/5434","75/19944",0.413333333333333,1.51702613176297,2.74521571415979,0.00574014039356759,0.0261039717897955,0.0177311354262457,"477/7414/1495/1829/5318/1739/1832/26258/199731/5818/6513/9414/5290/57826/79026/53834/4301/2319/1824/1317/10211/481/3688/288/157378/3728/488/25945/10052/29119/6331",31
"GO:0120111","CC","GO:0120111","neuron projection cytoplasm","36/5434","90/19944",0.4,1.46808980493191,2.72362795844555,0.00580017216898291,0.0262208966692482,0.0178105567069983,"5048/6792/6683/27067/23095/5905/3091/79882/9371/2332/26258/8936/66008/10749/9026/55860/2319/8546/55207/23287/2647/55605/84945/55638/1979/127933/10239/81565/90990/3800/5604/10458/1176/26985/282991/3182",36
"GO:0031080","CC","GO:0031080","nuclear pore outer ring","7/5434","10/19944",0.7,2.56915715863084,3.03732014726507,0.00592517673675251,0.0263188082958077,0.0178770632265544,"23279/55746/81929/4928/57122/348995/25909",7
"GO:0031414","CC","GO:0031414","N-terminal protein acetyltransferase complex","7/5434","10/19944",0.7,2.56915715863084,3.03732014726507,0.00592517673675251,0.0263188082958077,0.0178770632265544,"80018/80218/60560/122830/80155/79612/51126",7
"GO:0072546","CC","GO:0072546","EMC complex","7/5434","10/19944",0.7,2.56915715863084,3.03732014726507,0.00592517673675251,0.0263188082958077,0.0178770632265544,"55831/23065/83460/51234/10328/56851/93380",7
"GO:0030904","CC","GO:0030904","retromer complex","12/5434","22/19944",0.545454545454545,2.00194064308897,2.87745288856637,0.00615195489240828,0.0271681707387279,0.0184539930754931,"6642/55737/51699/8724/9559/58533/55667/81609/29934/10807/51479/6643",12
"GO:0032588","CC","GO:0032588","trans-Golgi network membrane","43/5434","112/19944",0.383928571428571,1.4091040538409,2.65693477388383,0.00657449160630944,0.0288673079725311,0.0196081328609229,"4074/6482/9341/23431/9522/9463/162/8766/54928/1174/57589/9827/8674/54812/9367/79183/84766/23647/157680/59352/55858/22796/83548/8549/10066/1213/55204/51542/55016/64924/143187/130340/55676/9214/22836/538/164/27065/5870/8905/3482/23607/90196",43
"GO:0071007","CC","GO:0071007","U2-type catalytic step 2 spliceosome","15/5434","30/19944",0.5,1.83511225616489,2.80122238935829,0.00662165579324956,0.0289082572916724,0.0196359477056964,"9716/1659/988/9343/6628/6627/51645/6637/51503/6632/23524/51362/5356/10594/6635",15
"GO:0101003","CC","GO:0101003","ficolin-1-rich granule membrane","26/5434","61/19944",0.426229508196721,1.56435798886187,2.70146903469194,0.0068085917451139,0.0295554778026535,0.0200755725498873,"22875/3920/6556/535/387/1832/965/8987/3071/5269/22918/23352/1315/1729/5879/51143/79930/2207/3689/23218/338339/2358/2357/1604/1378/100049587",26
"GO:0030120","CC","GO:0030120","vesicle coat","27/5434","64/19944",0.421875,1.54837596613912,2.68894280676981,0.00693991697186832,0.0299553478333751,0.0203471844610829,"55040/29924/22905/56681/2060/25977/372/162/10484/10483/83988/1174/9685/10802/54812/1315/51014/10427/1213/130340/51128/164/9632/8905/9276/160/11037",27
"GO:0000792","CC","GO:0000792","heterochromatin","34/5434","85/19944",0.4,1.46808980493191,2.64655736942362,0.00719922376810052,0.0309000390945438,0.0209888664557868,"9031/11176/7155/546/79968/23411/6839/54108/2146/1656/9555/4999/3070/6950/11335/1786/8932/1912/1060/115426/54107/3619/23076/56916/23272/3015/648/4204/157570/84733/23512/10472/51434/11177",34
"GO:0044322","CC","GO:0044322","endoplasmic reticulum quality control compartment","13/5434","25/19944",0.52,1.90851674641148,2.7815734406698,0.00744830966105938,0.0317905507321194,0.0215937469150384,"55741/111089941/55757/80267/821/9695/56886/79139/84236/10299/11236/6048/10206",13
"GO:0000152","CC","GO:0000152","nuclear ubiquitin ligase complex","21/5434","47/19944",0.446808510638298,1.63988754806224,2.68769599099537,0.00760712572425962,0.0322880225185242,0.0219316548658479,"996/5888/51433/84759/991/1912/580/675/8535/64682/84108/701/119504/648/80012/84733/11065/246184/84333/79184/51434",21
"GO:0031254","CC","GO:0031254","cell trailing edge","9/5434","15/19944",0.6,2.20213470739787,2.85021333376384,0.00776761109374663,0.0326068949210023,0.0221482490989999,"1785/7430/4627/8395/2319/10211/9051/4478/388325",9
"GO:0071203","CC","GO:0071203","WASH complex","9/5434","15/19944",0.6,2.20213470739787,2.85021333376384,0.00776761109374663,0.0326068949210023,0.0221482490989999,"55773/832/829/23325/81609/9897/253725/387680/92241",9
"GO:0030133","CC","GO:0030133","transport vesicle","146/5434","451/19944",0.323725055432373,1.18814363370321,2.47320327255948,0.00851832669610748,0.0355628502504159,0.0241560831819441,"4074/6856/9066/57586/535/9341/3784/23095/54432/9950/5873/6720/1183/8301/3998/1906/56681/10590/8417/5663/4986/10890/966/9522/5016/10959/8898/10059/29058/51324/372/3710/9463/162/10175/10490/9321/10484/80331/63910/10483/5127/94121/83716/8766/26258/83988/84079/10226/9545/858/1174/10652/11196/5414/9570/1182/5869/55754/10802/7337/523/22937/8674/23673/51552/54812/26503/10987/3709/9367/80262/80023/53834/1315/529/117248/6272/4803/51014/8291/5879/1861/55014/9550/5861/55435/8615/10427/5045/1213/284612/5872/5868/9718/5066/64924/64418/526/6836/143187/130340/10618/51128/528/6854/10239/203547/2264/7805/163882/27185/10109/133308/134957/538/51762/81565/164/203190/6645/80723/56947/10972/1184/598/5122/79772/5870/79666/9632/1176/90411/6517/8905/9276/5071/8224/11261/1604/160/3482/801/10497/201475/11037",146
"GO:0032839","CC","GO:0032839","dendrite cytoplasm","14/5434","28/19944",0.5,1.83511225616489,2.70610204692165,0.00861462191787966,0.0357694083981525,0.024296387903402,"6792/27067/79882/9371/8936/66008/9026/2319/84945/127933/90990/3800/5604/10458",14
"GO:0000407","CC","GO:0000407","phagophore assembly site","18/5434","39/19944",0.461538461538462,1.69394977492143,2.65460927371233,0.00875441654753395,0.0361533742827888,0.0245571969156998,"9821/9474/81671/55102/5289/55054/8887/23673/8987/80262/8678/25989/64422/9140/51375/4077/64771/79065",18
"GO:0002102","CC","GO:0002102","podosome","19/5434","42/19944",0.452380952380952,1.66033966033966,2.62159150870056,0.00928519184372018,0.0381391751000119,0.0259060530784044,"7414/9948/1785/23085/2017/5782/23022/3936/28988/80005/83706/3190/7171/285590/2314/221178/6714/23607/9722",19
"GO:0034451","CC","GO:0034451","centriolar satellite","53/5434","146/19944",0.363013698630137,1.33234177502382,2.46644853829091,0.0101919257000755,0.0416397392238377,0.0282838129475779,"9043/2773/10615/5108/23259/8045/11252/57534/79848/6510/79829/3875/9847/29855/55791/4952/343099/27241/5420/90417/123811/23037/25941/23287/8291/4193/10211/55212/1213/23533/10130/26524/79682/220134/2539/5116/153733/79101/5347/11051/6240/84376/54899/6645/2314/285331/283254/80254/10445/23607/51441/9867/100381270",53
"GO:0005666","CC","GO:0005666","RNA polymerase III complex","10/5434","18/19944",0.555555555555556,2.03901361796099,2.69878808895974,0.0103744484506911,0.0416664909534496,0.0283019840728171,"55703/55718/171568/5440/11128/51728/661/9533/51082/27297",10
"GO:0016282","CC","GO:0016282","eukaryotic 43S preinitiation complex","10/5434","18/19944",0.555555555555556,2.03901361796099,2.69878808895974,0.0103744484506911,0.0416664909534496,0.0283019840728171,"54505/8668/8669/3646/8662/8661/10289/8667/10480/1964",10
"GO:0032433","CC","GO:0032433","filopodium tip","10/5434","18/19944",0.555555555555556,2.03901361796099,2.69878808895974,0.0103744484506911,0.0416664909534496,0.0283019840728171,"26031/3093/2332/7976/54942/10006/2047/22871/160/4644",10
"GO:0030315","CC","GO:0030315","T-tubule","22/5434","51/19944",0.431372549019608,1.58323410335794,2.55210896241538,0.0104166227383624,0.0416664909534496,0.0283019840728171,"477/782/6717/4986/5532/8987/79026/6253/8291/5962/481/844/775/288/476/783/6517/6331/3768/113146/3767/9722",22
"GO:0090543","CC","GO:0090543","Flemming body","16/5434","34/19944",0.470588235294118,1.72716447639048,2.59691561904659,0.0105320808384595,0.0416917604175288,0.0283191483684785,"5898/9262/55763/57448/9928/9525/55165/54536/9960/203228/29127/92421/10015/285331/9798/57553",16
"GO:1902555","CC","GO:1902555","endoribonuclease complex","16/5434","34/19944",0.470588235294118,1.72716447639048,2.59691561904659,0.0105320808384595,0.0416917604175288,0.0283191483684785,"23405/9692/10940/10775/7257/27161/10799/192669/192670/1660/10556/10557/80746/10978/54931/8575",16
"GO:0098562","CC","GO:0098562","cytoplasmic side of membrane","73/5434","211/19944",0.345971563981043,1.26979331469229,2.41099999280533,0.011037132695846,0.0434569103264633,0.0295181272953244,"56052/55040/10758/2769/2773/387/5774/6710/10979/1739/2775/5775/55072/3710/85377/4627/81502/128866/5127/3551/329/7803/7957/59345/57488/85365/10672/29880/23263/8678/6155/92154/3845/1837/2647/84888/5530/8826/84299/342667/52/5868/54491/2768/91782/114609/2241/79691/57477/2539/29127/3716/92421/8772/94056/9788/10243/5728/9854/55970/4615/3728/9852/2242/56616/9021/282991/5770/160/84455/1147/4067/100820829",73
"GO:0000791","CC","GO:0000791","euchromatin","26/5434","63/19944",0.412698412698413,1.5146958304853,2.50393567354242,0.0110917506723303,0.0434569103264633,0.0295181272953244,"55904/27125/23411/27443/8846/3091/8178/1385/11335/8805/79664/4609/80349/23076/3015/23379/26012/26287/55209/5394/84733/6667/3006/3005/9652/9646",26
"GO:0035097","CC","GO:0035097","histone methyltransferase complex","29/5434","72/19944",0.402777777777778,1.47828487302172,2.48801766672954,0.0111671563490233,0.0435291196461929,0.0295671755105719,"23028/3720/51230/259282/58508/23186/23411/10419/57680/2146/4591/11108/29915/5929/6874/54881/121536/23067/22823/26168/5928/84661/80335/8085/1876/23512/10445/11091/23054",29
"GO:0101031","CC","GO:0101031","protein folding chaperone complex","19/5434","43/19944",0.441860465116279,1.6217271100992,2.49757154822261,0.0124600549793632,0.0469446351324883,0.0318871660516902,"79657/51726/8725/57003/9532/6950/8409/10693/10574/908/22948/9531/10694/7203/55172/10576/8624/10471/23234",19
"GO:0000235","CC","GO:0000235","astral microtubule","7/5434","11/19944",0.636363636363636,2.33559741693713,2.71148330709648,0.0124735090731611,0.0469446351324883,0.0318871660516902,"5048/22919/81930/79884/6990/84140/146909",7
"GO:0002178","CC","GO:0002178","palmitoyltransferase complex","7/5434","11/19944",0.636363636363636,2.33559741693713,2.71148330709648,0.0124735090731611,0.0469446351324883,0.0318871660516902,"10558/9517/29095/94101/51125/171546/51114",7
"GO:0005818","CC","GO:0005818","aster","7/5434","11/19944",0.636363636363636,2.33559741693713,2.71148330709648,0.0124735090731611,0.0469446351324883,0.0318871660516902,"5048/22919/81930/79884/6990/84140/146909",7
"GO:0031209","CC","GO:0031209","SCAR complex","7/5434","11/19944",0.636363636363636,2.33559741693713,2.71148330709648,0.0124735090731611,0.0469446351324883,0.0318871660516902,"26999/10787/8936/3071/10810/10006/10163",7
"GO:0043527","CC","GO:0043527","tRNA methyltransferase complex","7/5434","11/19944",0.636363636363636,2.33559741693713,2.71148330709648,0.0124735090731611,0.0469446351324883,0.0318871660516902,"60487/51605/25917/80745/10785/55006/54931",7
"GO:0098837","CC","GO:0098837","postsynaptic recycling endosome","7/5434","11/19944",0.636363636363636,2.33559741693713,2.71148330709648,0.0124735090731611,0.0469446351324883,0.0318871660516902,"7037/8766/51201/51104/23673/81609/26985",7
"GO:0032806","CC","GO:0032806","carboxy-terminal domain protein kinase complex","11/5434","21/19944",0.523809523809524,1.9224985540775,2.58832811316478,0.0126862645691287,0.0472795421015333,0.032114651771915,"8621/905/8812/2965/904/902/5925/2966/728340/64210/51755",11
"GO:0098845","CC","GO:0098845","postsynaptic endosome","11/5434","21/19944",0.523809523809524,1.9224985540775,2.58832811316478,0.0126862645691287,0.0472795421015333,0.032114651771915,"7037/5289/8766/51201/51104/23673/4289/58533/81609/27065/26985",11
"GO:0000176","CC","GO:0000176","nuclear exosome (RNase complex)","9/5434","16/19944",0.5625,2.0645012881855,2.60672778348026,0.0135009463376082,0.0495900144323687,0.033684041216806,"23517/23016/22894/11340/5393/23404/10200/51013/5394",9
"GO:0005852","CC","GO:0005852","eukaryotic translation initiation factor 3 complex","9/5434","16/19944",0.5625,2.0645012881855,2.60672778348026,0.0135009463376082,0.0495900144323687,0.033684041216806,"8668/8669/3646/8662/8661/10987/8667/10480/1654",9
"GO:0005942","CC","GO:0005942","phosphatidylinositol 3-kinase complex","9/5434","16/19944",0.5625,2.0645012881855,2.60672778348026,0.0135009463376082,0.0495900144323687,0.033684041216806,"5291/5289/8503/5290/8678/23533/5295/30849/7405",9
